,epochINX,result,resultChar,winLEN,subject,ISI,paradigm
0,1,11,R,0.4,Jacklyn Goh 2,0.5,ssvep
1,1,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
2,2,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
3,1,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
4,2,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
5,3,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
6,1,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
7,2,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
8,3,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
9,4,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
10,1,12,+,0.4,Jacklyn Goh 2,0.5,ssvep
11,1,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
12,2,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
13,1,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
14,2,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
15,3,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
16,1,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
17,2,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
18,3,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
19,4,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
20,1,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
21,1,4,↑,0.4,Jacklyn Goh 2,0.5,ssvep
22,2,4,↑,0.4,Jacklyn Goh 2,0.5,ssvep
23,1,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
24,2,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
25,3,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
26,1,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
27,2,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
28,3,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
29,4,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
30,1,4,↑,0.4,Jacklyn Goh 2,0.5,ssvep
31,1,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
32,2,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
33,1,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
34,2,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
35,3,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
36,1,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
37,2,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
38,3,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
39,4,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
40,1,4,↑,0.4,Jacklyn Goh 2,0.5,ssvep
41,1,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
42,2,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
43,1,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
44,2,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
45,3,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
46,1,8,→,0.4,Jacklyn Goh 2,0.5,ssvep
47,2,8,→,0.4,Jacklyn Goh 2,0.5,ssvep
48,3,8,→,0.4,Jacklyn Goh 2,0.5,ssvep
49,4,8,→,0.4,Jacklyn Goh 2,0.5,ssvep
50,1,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
51,1,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
52,2,6,↓,0.4,Jacklyn Goh 2,0.5,ssvep
53,1,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
54,2,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
55,3,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
56,1,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
57,2,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
58,3,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
59,4,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
60,1,4,↑,0.4,Jacklyn Goh 2,0.5,ssvep
61,1,10,Drag,0.4,Jacklyn Goh 2,0.5,ssvep
62,2,10,Drag,0.4,Jacklyn Goh 2,0.5,ssvep
63,1,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
64,2,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
65,3,5,L,0.4,Jacklyn Goh 2,0.5,ssvep
66,1,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
67,2,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
68,3,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
69,4,2,←,0.4,Jacklyn Goh 2,0.5,ssvep
70,1,1,↖︎,0.4,Jacklyn Goh 2,0.5,ssvep
71,1,7,↗︎,0.4,Jacklyn Goh 2,0.5,ssvep
72,2,7,↗︎,0.4,Jacklyn Goh 2,0.5,ssvep
73,1,8,→,0.4,Jacklyn Goh 2,0.5,ssvep
74,2,8,→,0.4,Jacklyn Goh 2,0.5,ssvep
75,3,8,→,0.4,Jacklyn Goh 2,0.5,ssvep
76,1,13,-,0.4,Jacklyn Goh 2,0.5,ssvep
77,2,13,-,0.4,Jacklyn Goh 2,0.5,ssvep
78,3,13,-,0.4,Jacklyn Goh 2,0.5,ssvep
79,4,13,-,0.4,Jacklyn Goh 2,0.5,ssvep
